t,distance
42.18,15.3781
42.19,16.0973
42.2,16.8268
42.21,17.5607
42.22,18.2923
42.23,19.0143
42.24,19.7191
42.25,20.3986
42.26,21.0446
42.27,21.6491
42.28,22.2045
42.29,22.7038
42.3,23.141
42.31,23.5113
42.32,23.8113
42.33,24.039
42.34,24.1943
42.35,24.2782
42.36,24.2934
42.37,24.2439
42.38,24.1345
42.39,23.9709
42.4,23.7593
42.41,23.506
42.42,23.2173
42.43,22.8992
42.44,22.5575
42.45,22.1973
42.46,21.8233
42.47,21.4393
42.48,21.049
42.49,20.6553
42.5,20.2609
42.51,19.8682
42.52,19.4796
42.53,19.0975
42.54,18.7245
42.55,18.3641
42.56,18.0201
42.57,17.6976
42.58,17.4031
42.59,17.1443
42.6,16.9311
42.61,16.7747
42.62,16.6881
42.63,16.6852
42.64,16.7802
42.65,16.9856
42.66,17.3112
42.67,17.7616
42.68,18.3346
42.69,19.02
42.7,19.7992
42.71,20.645
42.72,21.5232
42.73,22.3948
42.74,23.2181
42.75,23.9527
42.76,24.5627
42.77,25.02
42.78,25.3074
42.79,25.4195
42.8,25.3638
42.81,25.1583
42.82,24.8301
42.83,24.4118
42.84,23.9381
42.85,23.4429
42.86,22.9564
42.87,22.5039
42.88,22.1042
42.89,21.7699
42.9,21.5076
42.91,21.3192
42.92,21.2022
42.93,21.1517
42.94,21.1607
42.95,21.2211
42.96,21.3243
42.97,21.4614
42.98,21.6234
42.99,21.8014
43,21.9862
43.01,22.1687
43.02,22.3398
43.03,22.4904
43.04,22.6119
43.05,22.6962
43.06,22.7363
43.07,22.7261
43.08,22.6614
43.09,22.5396
43.1,22.3601
43.11,22.1241
43.12,21.8348
43.13,21.4973
43.14,21.1177
43.15,20.7035
43.16,20.2629
43.17,19.8046
43.18,19.3373
43.19,18.8695
43.2,18.4096
43.21,17.9653
43.22,17.5437
43.23,17.1514
43.24,16.794
43.25,16.4766
43.26,16.2038
43.27,15.9793
43.28,15.806
43.29,15.6864
43.3,15.622
43.31,15.6138
43.32,15.6616
43.33,15.7647
43.34,15.9214
43.35,16.1291
43.36,16.3844
43.37,16.6831
43.38,17.0201
43.39,17.3898
43.4,17.7857
43.41,18.2011
43.42,18.6287
43.43,19.0611
43.44,19.4907
43.45,19.9103
43.46,20.3126
43.47,20.691
43.48,21.0395
43.49,21.3529
43.5,21.6272
43.51,21.8592
43.52,22.047
43.53,22.1901
43.54,22.2889
43.55,22.3451
43.56,22.3615
43.57,22.3418
43.58,22.2905
43.59,22.2127
43.6,22.1141
43.61,22.0006
43.62,21.8786
43.63,21.7544
43.64,21.6345
43.65,21.5251
43.66,21.4325
43.67,21.3628
43.68,21.3217
43.69,21.3147
43.7,21.3467
43.71,21.4219
43.72,21.5437
43.73,21.7143
43.74,21.9348
43.75,22.2045
43.76,22.5207
43.77,22.879
43.78,23.2725
43.79,23.692
43.8,24.1263
43.81,24.5622
43.82,24.9848
43.83,25.3783
43.84,25.7267
43.85,26.0142
43.86,26.2268
43.87,26.3523
43.88,26.3818
43.89,26.3096
43.9,26.134
43.91,25.8574
43.92,25.4854
43.93,25.0273
43.94,24.4945
43.95,23.9005
43.96,23.2598
43.97,22.5874
43.98,21.8979
43.99,21.2054
44,20.523
44.01,19.8626
44.02,19.2347
44.03,18.6489
44.04,18.1132
44.05,17.6347
44.06,17.219
44.07,16.8707
44.08,16.5931
44.09,16.3881
44.1,16.2561
44.11,16.1957
44.12,16.204
44.13,16.2764
44.14,16.4066
44.15,16.5869
44.16,16.8084
44.17,17.0612
44.18,17.335
44.19,17.6191
44.2,17.9031
44.21,18.177
44.22,18.4317
44.23,18.6591
44.24,18.8526
44.25,19.0068
44.26,19.1181
44.27,19.1846
44.28,19.2056
44.29,19.1823
44.3,19.1168
44.31,19.0122
44.32,18.8728
44.33,18.703
44.34,18.5078
44.35,18.2921
44.36,18.0609
44.37,17.8188
44.38,17.5702
44.39,17.3191
44.4,17.069
44.41,16.823
44.42,16.5838
44.43,16.354
44.44,16.1356
44.45,15.9305
44.46,15.7406
44.47,15.5675
44.48,15.413
44.49,15.279
44.5,15.1673
44.51,15.0802
44.52,15.0199
44.53,14.9892
44.54,14.991
44.55,15.0287
44.56,15.1061
44.57,15.2271
44.58,15.3962
44.59,15.618
44.6,15.8976
44.61,16.24
44.62,16.6505
44.63,17.1343
44.64,17.6964
44.65,18.3412
44.66,19.073
44.67,19.8948
44.68,20.8087
44.69,21.8154
44.7,22.9136
44.71,24.0995
44.72,25.3667
44.73,26.7051
44.74,28.1004
44.75,29.5335
44.76,30.9804
44.77,32.4112
44.78,33.7909
44.79,35.0795
44.8,36.2336
44.81,37.2081
44.82,37.9594
44.83,38.4478
44.84,38.6417
44.85,38.5204
44.86,38.0766
44.87,37.3179
44.88,36.2662
44.89,34.9565
44.9,33.434
44.91,31.7502
44.92,29.9595
44.93,28.1153
44.94,26.2669
44.95,24.4574
44.96,22.722
44.97,21.0875
44.98,19.5719
44.99,18.1847
45,16.9281
45.01,15.7984
45.02,14.7867
45.03,13.8816
45.04,13.0697
45.05,12.3381
45.06,11.6744
45.07,11.0681
45.08,10.5105
45.09,9.99507
45.1,9.51684
45.11,9.07242
45.12,8.65949
45.13,8.27647
45.14,7.92225
45.15,7.59592
45.16,7.29662
45.17,7.02344
45.18,6.77536
45.19,6.5513
45.2,6.3501
45.21,6.17064
45.22,6.01188
45.23,5.87292
45.24,5.75311
45.25,5.65207
45.26,5.56974
45.27,5.5064
45.28,5.46267
45.29,5.43952
45.3,5.43817
45.31,5.46012
45.32,5.507
45.33,5.58054
45.34,5.68244
45.35,5.81431
45.36,5.97755
45.37,6.17328
45.38,6.40228
45.39,6.66493
45.4,6.96118
45.41,7.29052
45.42,7.65195
45.43,8.04393
45.44,8.46439
45.45,8.91065
45.46,9.37941
45.47,9.86667
45.48,10.3677
45.49,10.8772
45.5,11.3889
45.51,11.8959
45.52,12.391
45.53,12.866
45.54,13.313
45.55,13.7237
45.56,14.0902
45.57,14.4054
45.58,14.6629
45.59,14.8581
45.6,14.9878
45.61,15.0512
45.62,15.0496
45.63,14.9868
45.64,14.8691
45.65,14.7051
45.66,14.5052
45.67,14.2815
45.68,14.0471
45.69,13.8151
45.7,13.5977
45.71,13.4056
45.72,13.2463
45.73,13.1242
45.74,13.0396
45.75,12.9885
45.76,12.964
45.77,12.9561
45.78,12.9537
45.79,12.9453
45.8,12.9202
45.81,12.8696
45.82,12.7871
45.83,12.6688
45.84,12.5135
45.85,12.3223
45.86,12.0986
45.87,11.8469
45.88,11.5731
45.89,11.2833
45.9,10.9838
45.91,10.6807
45.92,10.3792
45.93,10.0842
45.94,9.79928
45.95,9.5276
45.96,9.2713
45.97,9.03192
45.98,8.81041
45.99,8.60735
46,8.42302
46.01,8.25763
46.02,8.11135
46.03,7.98452
46.04,7.87765
46.05,7.79156
46.06,7.72738
46.07,7.6866
46.08,7.67105
46.09,7.68291
46.1,7.72466
46.11,7.79898
46.12,7.90874
46.13,8.05685
46.14,8.24619
46.15,8.47947
46.16,8.75915
46.17,9.08737
46.18,9.46579
46.19,9.89562
46.2,10.3775
46.21,10.9113
46.22,11.4963
46.23,12.131
46.24,12.8129
46.25,13.5386
46.26,14.3034
46.27,15.1016
46.28,15.9259
46.29,16.7679
46.3,17.6177
46.31,18.464
46.32,19.2945
46.33,20.0961
46.34,20.855
46.35,21.5577
46.36,22.1912
46.37,22.7438
46.38,23.2058
46.39,23.5697
46.4,23.8313
46.41,23.9891
46.42,24.0453
46.43,24.0049
46.44,23.8756
46.45,23.6677
46.46,23.3928
46.47,23.064
46.48,22.6948
46.49,22.2988
46.5,21.8894
46.51,21.4798
46.52,21.0824
46.53,20.7091
46.54,20.3713
46.55,20.08
46.56,19.8453
46.57,19.6766
46.58,19.5819
46.59,19.5672
46.6,19.6354
46.61,19.786
46.62,20.0137
46.63,20.3083
46.64,20.6541
46.65,21.0313
46.66,21.4159
46.67,21.7822
46.68,22.1041
46.69,22.3574
46.7,22.5219
46.71,22.5825
46.72,22.5309
46.73,22.3656
46.74,22.0914
46.75,21.7193
46.76,21.2644
46.77,20.7445
46.78,20.1788
46.79,19.5863
46.8,18.9844
46.81,18.3885
46.82,17.8113
46.83,17.2625
46.84,16.749
46.85,16.2753
46.86,15.8437
46.87,15.4549
46.88,15.1082
46.89,14.8023
46.9,14.5356
46.91,14.3062
46.92,14.1128
46.93,13.9541
46.94,13.8298
46.95,13.7399
46.96,13.6852
46.97,13.6673
46.98,13.6884
46.99,13.7512
47,13.8592
47.01,14.0163
47.02,14.2267
47.03,14.4949
47.04,14.8255
47.05,15.2232
47.06,15.6922
47.07,16.2362
47.08,16.8585
47.09,17.5613
47.1,18.3456
47.11,19.2109
47.12,20.1551
47.13,21.1738
47.14,22.2603
47.15,23.4049
47.16,24.595
47.17,25.8144
47.18,27.0435
47.19,28.2592
47.2,29.4353
47.21,30.5434
47.22,31.5535
47.23,32.4357
47.24,33.1618
47.25,33.7074
47.26,34.0529
47.27,34.1861
47.28,34.1022
47.29,33.8049
47.3,33.306
47.31,32.6242
47.32,31.7842
47.33,30.8148
47.34,29.7472
47.35,28.6135
47.36,27.4452
47.37,26.2724
47.38,25.1224
47.39,24.0194
47.4,22.9838
47.41,22.0317
47.42,21.1739
47.43,20.416
47.44,19.758
47.45,19.1941
47.46,18.714
47.47,18.3031
47.48,17.9448
47.49,17.6216
47.5,17.3169
47.51,17.0163
47.52,16.7081
47.53,16.3845
47.54,16.0408
47.55,15.6756
47.56,15.2904
47.57,14.8884
47.58,14.4744
47.59,14.054
47.6,13.6327
47.61,13.216
47.62,12.8086
47.63,12.4147
47.64,12.0372
47.65,11.6785
47.66,11.3398
47.67,11.0219
47.68,10.7248
47.69,10.4482
47.7,10.1915
47.71,9.95406
47.72,9.73509
47.73,9.53409
47.74,9.35072
47.75,9.18499
47.76,9.03726
47.77,8.90836
47.78,8.79956
47.79,8.71266
47.8,8.64995
47.81,8.61427
47.82,8.60895
47.83,8.63777
47.84,8.70489
47.85,8.81474
47.86,8.97185
47.87,9.18073
47.88,9.44565
47.89,9.77046
47.9,10.1584
47.91,10.6121
47.92,11.133
47.93,11.7218
47.94,12.3779
47.95,13.0994
47.96,13.8829
47.97,14.7235
47.98,15.6145
47.99,16.547
48,17.5103
48.01,18.4915
48.02,19.4754
48.03,20.4452
48.04,21.3827
48.05,22.2686
48.06,23.0839
48.07,23.8104
48.08,24.432
48.09,24.9359
48.1,25.313
48.11,25.5592
48.12,25.6753
48.13,25.6671
48.14,25.5448
48.15,25.3226
48.16,25.0173
48.17,24.6477
48.18,24.233
48.19,23.7927
48.2,23.345
48.21,22.9069
48.22,22.494
48.23,22.1198
48.24,21.7961
48.25,21.5331
48.26,21.3388
48.27,21.2192
48.28,21.178
48.29,21.2157
48.3,21.3296
48.31,21.5129
48.32,21.7545
48.33,22.0392
48.34,22.3476
48.35,22.6575
48.36,22.9447
48.37,23.1852
48.38,23.3564
48.39,23.4395
48.4,23.4202
48.41,23.2907
48.42,23.0493
48.43,22.7004
48.44,22.2541
48.45,21.7243
48.46,21.128
48.47,20.4833
48.48,19.8083
48.49,19.1199
48.5,18.4329
48.51,17.7597
48.52,17.11
48.53,16.4908
48.54,15.9066
48.55,15.3596
48.56,14.8503
48.57,14.3779
48.58,13.9404
48.59,13.535
48.6,13.159
48.61,12.809
48.62,12.482
48.63,12.175
48.64,11.8854
48.65,11.6107
48.66,11.3488
48.67,11.0981
48.68,10.8568
48.69,10.624
48.7,10.3986
48.71,10.18
48.72,9.96774
48.73,9.76178
48.74,9.56224
48.75,9.3696
48.76,9.18471
48.77,9.00885
48.78,8.84381
48.79,8.69202
48.8,8.55662
48.81,8.44158
48.82,8.35183
48.83,8.29326
48.84,8.27279
48.85,8.29814
48.86,8.37767
48.87,8.51986
48.88,8.73272
48.89,9.02317
48.9,9.39624
48.91,9.85452
48.92,10.3976
48.93,11.0218
48.94,11.72
48.95,12.4813
48.96,13.2913
48.97,14.1323
48.98,14.9833
48.99,15.8208
49,16.6199
49.01,17.3552
49.02,18.0031
49.03,18.543
49.04,18.9598
49.05,19.2453
49.06,19.3989
49.07,19.4283
49.08,19.3486
49.09,19.1803
49.1,18.9475
49.11,18.6748
49.12,18.3846
49.13,18.0952
49.14,17.8184
49.15,17.5601
49.16,17.3199
49.17,17.0924
49.18,16.8693
49.19,16.641
49.2,16.3978
49.21,16.1316
49.22,15.8368
49.23,15.5099
49.24,15.1505
49.25,14.7601
49.26,14.3426
49.27,13.903
49.28,13.4474
49.29,12.9825
49.3,12.5147
49.31,12.0506
49.32,11.596
49.33,11.1562
49.34,10.7358
49.35,10.3386
49.36,9.96759
49.37,9.62523
49.38,9.31334
49.39,9.03329
49.4,8.78606
49.41,8.57239
49.42,8.39284
49.43,8.24789
49.44,8.138
49.45,8.06368
49.46,8.02553
49.47,8.02422
49.48,8.06053
49.49,8.13534
49.5,8.2496
49.51,8.4043
49.52,8.60048
49.53,8.83917
49.54,9.12137
49.55,9.44807
49.56,9.82014
49.57,10.2384
49.58,10.7035
49.59,11.2159
49.6,11.7758
49.61,12.3833
49.62,13.038
49.63,13.7389
49.64,14.4846
49.65,15.2731
49.66,16.1014
49.67,16.9656
49.68,17.8611
49.69,18.7816
49.7,19.72
49.71,20.6678
49.72,21.6154
49.73,22.5519
49.74,23.4656
49.75,24.3442
49.76,25.1751
49.77,25.9458
49.78,26.6446
49.79,27.2608
49.8,27.7858
49.81,28.2127
49.82,28.5376
49.83,28.7589
49.84,28.878
49.85,28.899
49.86,28.8283
49.87,28.6745
49.88,28.4476
49.89,28.159
49.9,27.8209
49.91,27.4456
49.92,27.0457
49.93,26.6336
49.94,26.2216
49.95,25.8215
49.96,25.4449
49.97,25.1033
49.98,24.8076
49.99,24.5684
50,24.3955
50.01,24.2976
50.02,24.2813
50.03,24.351
50.04,24.5069
50.05,24.745
50.06,25.0561
50.07,25.4251
50.08,25.8313
50.09,26.2491
50.1,26.6494
50.11,27.0011
50.12,27.2739
50.13,27.4403
50.14,27.4783
50.15,27.3731
50.16,27.1182
50.17,26.7154
50.18,26.1749
50.19,25.5132
50.2,24.7516
50.21,23.9139
50.22,23.0248
50.23,22.1077
50.24,21.184
50.25,20.2716
50.26,19.385
50.27,18.5352
50.28,17.7296
50.29,16.9728
50.3,16.2668
50.31,15.6119
50.32,15.0068
50.33,14.4496
50.34,13.9381
50.35,13.4699
50.36,13.0431
50.37,12.6567
50.38,12.3101
50.39,12.0041
50.4,11.7403
50.41,11.5216
50.42,11.3516
50.43,11.2353
50.44,11.1776
50.45,11.1842
50.46,11.2599
50.47,11.4088
50.48,11.6335
50.49,11.9342
50.5,12.309
50.51,12.753
50.52,13.2585
50.53,13.8153
50.54,14.4107
50.55,15.0298
50.56,15.6563
50.57,16.273
50.58,16.8623
50.59,17.4071
50.6,17.8916
50.61,18.3024
50.62,18.6288
50.63,18.8638
50.64,19.0045
50.65,19.0518
50.66,19.011
50.67,18.8905
50.68,18.702
50.69,18.4592
50.7,18.1771
50.71,17.8711
50.72,17.5565
50.73,17.2476
50.74,16.9576
50.75,16.6976
50.76,16.4769
50.77,16.3026
50.78,16.1793
50.79,16.1097
50.8,16.0935
50.81,16.1286
50.82,16.2102
50.83,16.3319
50.84,16.4851
50.85,16.66
50.86,16.8458
50.87,17.0312
50.88,17.2052
50.89,17.3572
50.9,17.4779
50.91,17.5595
50.92,17.5964
50.93,17.5848
50.94,17.5233
50.95,17.4124
50.96,17.2545
50.97,17.0535
50.98,16.8147
50.99,16.5439
51,16.2474
51.01,15.9315
51.02,15.6022
51.03,15.2653
51.04,14.9255
51.05,14.5871
51.06,14.2535
51.07,13.9273
51.08,13.6105
51.09,13.3045
51.1,13.0101
51.11,12.7275
51.12,12.4569
51.13,12.198
51.14,11.9505
51.15,11.7138
51.16,11.4874
51.17,11.2707
51.18,11.0632
51.19,10.8644
51.2,10.6739
51.21,10.4913
51.22,10.3163
51.23,10.1486
51.24,9.98817
51.25,9.83484
51.26,9.68861
51.27,9.54951
51.28,9.41766
51.29,9.2932
51.3,9.17635
51.31,9.06736
51.32,8.96655
51.33,8.87427
51.34,8.79089
51.35,8.71686
51.36,8.65261
51.37,8.59863
51.38,8.5554
51.39,8.52342
51.4,8.50315
51.41,8.49504
51.42,8.49949
51.43,8.51681
51.44,8.54723
51.45,8.59083
51.46,8.64751
51.47,8.71698
51.48,8.79867
51.49,8.89174
51.5,8.99496
51.51,9.10671
51.52,9.22491
51.53,9.34698
51.54,9.4698
51.55,9.58969
51.56,9.70241
51.57,9.80324
51.58,9.88706
51.59,9.94854
51.6,9.98242
51.61,9.98392
51.62,9.94925
51.63,9.87625
51.64,9.76512
51.65,9.61902
51.66,9.44458
51.67,9.25187
51.68,9.05362
51.69,8.86363
51.7,8.69422
51.71,8.55341
51.72,8.44271
51.73,8.35655
51.74,8.2837
51.75,8.21036
51.76,8.12371
51.77,8.01474
51.78,7.87987
51.79,7.72089
51.8,7.54395
51.81,7.3579
51.82,7.17246
51.83,6.99673
51.84,6.83813
51.85,6.70182
51.86,6.59063
51.87,6.50534
51.88,6.44509
51.89,6.40795
51.9,6.39144
51.91,6.39287
51.92,6.40971
51.93,6.43973
51.94,6.48109
51.95,6.53239
51.96,6.59264
51.97,6.66121
51.98,6.73778
51.99,6.8223
52,6.91495
52.01,7.01606
52.02,7.12609
52.03,7.2456
52.04,7.37523
52.05,7.51566
52.06,7.66763
52.07,7.83187
52.08,8.00917
52.09,8.20029
52.1,8.40603
52.11,8.62717
52.12,8.86452
52.13,9.11886
52.14,9.39097
52.15,9.68163
52.16,9.9916
52.17,10.3216
52.18,10.6723
52.19,11.0444
52.2,11.4385
52.21,11.855
52.22,12.2944
52.23,12.757
52.24,13.2428
52.25,13.7519
52.26,14.284
52.27,14.8386
52.28,15.415
52.29,16.012
52.3,16.6283
52.31,17.262
52.32,17.9111
52.33,18.5728
52.34,19.2442
52.35,19.9219
52.36,20.6019
52.37,21.28
52.38,21.9518
52.39,22.6124
52.4,23.2568
52.41,23.8801
52.42,24.4774
52.43,25.0439
52.44,25.5753
52.45,26.0677
52.46,26.518
52.47,26.9238
52.48,27.2833
52.49,27.5959
52.5,27.862
52.51,28.0827
52.52,28.2604
52.53,28.3982
52.54,28.5002
52.55,28.5711
52.56,28.6166
52.57,28.6428
52.58,28.6566
52.59,28.6652
52.6,28.6762
52.61,28.6975
52.62,28.737
52.63,28.8026
52.64,28.9014
52.65,29.0398
52.66,29.2224
52.67,29.4515
52.68,29.7262
52.69,30.0413
52.7,30.3865
52.71,30.7459
52.72,31.0979
52.73,31.4155
52.74,31.6677
52.75,31.8219
52.76,31.8462
52.77,31.7129
52.78,31.4013
52.79,30.9004
52.8,30.2099
52.81,29.3405
52.82,28.3123
52.83,27.153
52.84,25.8945
52.85,24.5705
52.86,23.2138
52.87,21.854
52.88,20.5168
52.89,19.2229
52.9,17.9882
52.91,16.8238
52.92,15.7371
52.93,14.7319
52.94,13.8097
52.95,12.97
52.96,12.2111
52.97,11.531
52.98,10.9273
52.99,10.3977
53,9.94057
53.01,9.55446
53.02,9.23835
53.03,8.99127
53.04,8.81208
53.05,8.69911
53.06,8.64978
53.07,8.66043
53.08,8.72615
53.09,8.84081
53.1,8.99726
53.11,9.1875
53.12,9.40302
53.13,9.63507
53.14,9.87497
53.15,10.1143
53.16,10.3451
53.17,10.5603
53.18,10.7534
53.19,10.9191
53.2,11.0531
53.21,11.1524
53.22,11.2148
53.23,11.2398
53.24,11.2278
53.25,11.1804
53.26,11.1001
53.27,10.9904
53.28,10.8558
53.29,10.7011
53.3,10.5319
53.31,10.3542
53.32,10.1744
53.33,9.99883
53.34,9.83407
53.35,9.68642
53.36,9.56181
53.37,9.46552
53.38,9.40193
53.39,9.37419
53.4,9.38402
53.41,9.43149
53.42,9.51503
53.43,9.63141
53.44,9.77596
53.45,9.94286
53.46,10.1254
53.47,10.3165
53.48,10.5088
53.49,10.6953
53.5,10.8694
53.51,11.0253
53.52,11.158
53.53,11.2638
53.54,11.3397
53.55,11.384
53.56,11.3961
53.57,11.3762
53.58,11.3257
53.59,11.2464
53.6,11.1409
53.61,11.0122
53.62,10.8636
53.63,10.6988
53.64,10.5214
53.65,10.3354
53.66,10.1445
53.67,9.95275
53.68,9.76407
53.69,9.58253
53.7,9.4123
53.71,9.25766
53.72,9.123
53.73,9.01277
53.74,8.93138
53.75,8.88305
53.76,8.87163
53.77,8.90031
53.78,8.97137
53.79,9.08595
53.8,9.24383
53.81,9.44332
53.82,9.68125
53.83,9.95301
53.84,10.2527
53.85,10.5735
53.86,10.9076
53.87,11.2469
53.88,11.5827
53.89,11.9067
53.9,12.2108
53.91,12.4875
53.92,12.7303
53.93,12.9337
53.94,13.0933
53.95,13.2065
53.96,13.2718
53.97,13.2895
53.98,13.261
53.99,13.1894
54,13.0787
54.01,12.9341
54.02,12.7616
54.03,12.5677
54.04,12.3598
54.05,12.1451
54.06,11.9312
54.07,11.7258
54.08,11.5363
54.09,11.3698
54.1,11.2327
54.11,11.1308
54.12,11.0685
54.13,11.0491
54.14,11.0739
54.15,11.1425
54.16,11.2525
54.17,11.3997
54.18,11.5783
54.19,11.7809
54.2,11.9993
54.21,12.2247
54.22,12.4483
54.23,12.6613
54.24,12.856
54.25,13.0255
54.26,13.1639
54.27,13.2671
54.28,13.3322
54.29,13.3577
54.3,13.3438
54.31,13.2915
54.32,13.2033
54.33,13.0822
54.34,12.9321
54.35,12.7571
54.36,12.5617
54.37,12.3504
54.38,12.1277
54.39,11.8979
54.4,11.6651
54.41,11.4335
54.42,11.2069
54.43,10.9892
54.44,10.7841
54.45,10.5958
54.46,10.4282
54.47,10.2857
54.48,10.1727
54.49,10.0937
54.5,10.0534
54.51,10.056
54.52,10.1055
54.53,10.2047
54.54,10.3557
54.55,10.5589
54.56,10.8134
54.57,11.1162
54.58,11.4628
54.59,11.847
54.6,12.261
54.61,12.6958
54.62,13.1414
54.63,13.5873
54.64,14.0225
54.65,14.4362
54.66,14.8182
54.67,15.1592
54.68,15.451
54.69,15.6872
54.7,15.8635
54.71,15.9772
54.72,16.028
54.73,16.0176
54.74,15.9498
54.75,15.8297
54.76,15.6641
54.77,15.4609
54.78,15.2285
54.79,14.9761
54.8,14.7129
54.81,14.4483
54.82,14.1913
54.83,13.9506
54.84,13.7346
54.85,13.5509
54.86,13.4064
54.87,13.3067
54.88,13.2562
54.89,13.2576
54.9,13.3116
54.91,13.417
54.92,13.5699
54.93,13.7648
54.94,13.9937
54.95,14.2473
54.96,14.515
54.97,14.7855
54.98,15.0475
54.99,15.2903
55,15.504
55.01,15.6803
55.02,15.8126
55.03,15.8963
55.04,15.929
55.05,15.9102
55.06,15.8412
55.07,15.7253
55.08,15.5668
55.09,15.3708
55.1,15.1434
55.11,14.8907
55.12,14.6188
55.13,14.3334
55.14,14.0401
55.15,13.7436
55.16,13.4483
55.17,13.1581
55.18,12.8762
55.19,12.6057
55.2,12.3495
55.21,12.1102
55.22,11.8907
55.23,11.6942
55.24,11.5239
55.25,11.3837
55.26,11.2778
55.27,11.2108
55.28,11.1878
55.29,11.2139
55.3,11.2939
55.31,11.4323
55.32,11.6328
55.33,11.8978
55.34,12.2279
55.35,12.6222
55.36,13.0773
55.37,13.588
55.38,14.1467
55.39,14.7437
55.4,15.3677
55.41,16.0055
55.42,16.6429
55.43,17.2649
55.44,17.8562
55.45,18.402
55.46,18.8888
55.47,19.3045
55.48,19.6398
55.49,19.8882
55.5,20.0464
55.51,20.1145
55.52,20.0958
55.53,19.9969
55.54,19.8266
55.55,19.5957
55.56,19.3164
55.57,19.0014
55.58,18.6639
55.59,18.3164
55.6,17.9712
55.61,17.6394
55.62,17.3314
55.63,17.0566
55.64,16.8233
55.65,16.639
55.66,16.5097
55.67,16.4403
55.68,16.434
55.69,16.4921
55.7,16.6137
55.71,16.7953
55.72,17.031
55.73,17.3119
55.74,17.6268
55.75,17.9624
55.76,18.3038
55.77,18.6355
55.78,18.942
55.79,19.2088
55.8,19.4231
55.81,19.5749
55.82,19.6566
55.83,19.6645
55.84,19.5979
55.85,19.4593
55.86,19.2538
55.87,18.989
55.88,18.6735
55.89,18.3171
55.9,17.9298
55.91,17.5211
55.92,17.0998
55.93,16.6738
55.94,16.2496
55.95,15.8325
55.96,15.4266
55.97,15.0348
55.98,14.659
55.99,14.3004
56,13.9595
56.01,13.6364
56.02,13.3309
56.03,13.0427
56.04,12.7716
56.05,12.5176
56.06,12.2808
56.07,12.0619
56.08,11.8617
56.09,11.6819
56.1,11.5246
56.11,11.3924
56.12,11.289
56.13,11.2185
56.14,11.1859
56.15,11.1969
56.16,11.2579
56.17,11.3756
56.18,11.5571
56.19,11.8094
56.2,12.139
56.21,12.5519
56.22,13.0525
56.23,13.6441
56.24,14.3278
56.25,15.1026
56.26,15.965
56.27,16.9088
56.28,17.9246
56.29,18.9999
56.3,20.1187
56.31,21.2616
56.32,22.4061
56.33,23.5268
56.34,24.5966
56.35,25.5876
56.36,26.4731
56.37,27.2287
56.38,27.8348
56.39,28.2775
56.4,28.5503
56.41,28.6543
56.42,28.5982
56.43,28.3971
56.44,28.0715
56.45,27.6456
56.46,27.145
56.47,26.5954
56.48,26.0211
56.49,25.444
56.5,24.8829
56.51,24.3536
56.52,23.8685
56.53,23.4377
56.54,23.0687
56.55,22.7675
56.56,22.5388
56.57,22.3867
56.58,22.3142
56.59,22.324
56.6,22.4179
56.61,22.5962
56.62,22.8574
56.63,23.1975
56.64,23.6088
56.65,24.0799
56.66,24.5949
56.67,25.1339
56.68,25.6727
56.69,26.1845
56.7,26.6411
56.71,27.0145
56.72,27.2795
56.73,27.4151
56.74,27.4066
56.75,27.2468
56.76,26.9362
56.77,26.4826
56.78,25.9006
56.79,25.2093
56.8,24.431
56.81,23.5893
56.82,22.7071
56.83,21.806
56.84,20.9048
56.85,20.019
56.86,19.1612
56.87,18.3406
56.88,17.5637
56.89,16.8348
56.9,16.1561
56.91,15.5287
56.92,14.9528
56.93,14.4285
56.94,13.9557
56.95,13.5348
56.96,13.1671
56.97,12.8543
56.98,12.5992
56.99,12.4053
57,12.2766
57.01,12.2172
57.02,12.2311
57.03,12.3213
57.04,12.4897
57.05,12.7359
57.06,13.0576
57.07,13.4496
57.08,13.9045
57.09,14.4119
57.1,14.9597
57.11,15.5336
57.12,16.118
57.13,16.6964
57.14,17.2521
57.15,17.769
57.16,18.2322
57.17,18.6286
57.18,18.948
57.19,19.183
57.2,19.33
57.21,19.3889
57.22,19.3628
57.23,19.2583
57.24,19.0844
57.25,18.8522
57.26,18.5741
57.27,18.2629
57.28,17.9319
57.29,17.5936
57.3,17.26
57.31,16.9421
57.32,16.6498
57.33,16.3918
57.34,16.1758
57.35,16.0081
57.36,15.894
57.37,15.8374
57.38,15.8407
57.39,15.9045
57.4,16.0275
57.41,16.2065
57.42,16.4358
57.43,16.7078
57.44,17.0126
57.45,17.3387
57.46,17.6733
57.47,18.003
57.48,18.3143
57.49,18.5943
57.5,18.8315
57.51,19.016
57.52,19.1405
57.53,19.2003
57.54,19.1933
57.55,19.1202
57.56,18.9842
57.57,18.7902
57.58,18.545
57.59,18.2564
57.6,17.9324
57.61,17.5814
57.62,17.2112
57.63,16.8291
57.64,16.4415
57.65,16.0537
57.66,15.6701
57.67,15.2939
57.68,14.9276
57.69,14.5728
57.7,14.2305
57.71,13.901
57.72,13.5845
57.73,13.2806
57.74,12.9891
57.75,12.7094
57.76,12.4412
57.77,12.1843
57.78,11.9386
57.79,11.7043
57.8,11.4819
57.81,11.2723
57.82,11.0769
57.83,10.8975
57.84,10.7366
57.85,10.5975
57.86,10.484
57.87,10.4009
57.88,10.354
57.89,10.3497
57.9,10.3951
57.91,10.4983
